date_work,dot,port,port1,ip,ip1,domain_count,urls_count,click,here,link,suspension,dear,verifyyouraccount,html,w_count,str_count,body_richness,account_count,suspended_count,word_count,@,!,#,%,&,+,-,_,$,*,/,\,contain_account,contain_password,contain_verify,contain_reward,contain_confidentiality,contain_cancel,bank,fw,re,verify,subject_word_count,subject_str_count,subject_richness,upper
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,36,299,0.12,0,0,33,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,0.12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,458,1833,0.25,0,0,192,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,32,0.16,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,104,0.01,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,136,0.01,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,77,481,0.16,0,0,45,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,296,788,0.38,0,0,91,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,23,0.17,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,32,323,0.1,0,0,32,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,266,0.15,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,33,0.18,0
1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1053,7496,0.14,0,0,250,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,26,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,91,1194,0.08,0,0,75,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,24,0.21,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1108,1546,0.72,0,0,63,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0.17,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,3439,0.14,0,0,305,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,57,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,90,1193,0.08,0,0,72,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,27,0.19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409,1649,0.25,0,0,176,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,27,0.15,1
0,4,0,0,5,1,3,15,0,0,0,0,0,0,0,838,8940,0.09,0,0,361,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,6,1,3,16,0,0,0,0,0,0,0,1073,11060,0.1,0,0,412,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,0,0,0,2,5,0,0,0,0,0,0,1,289,2954,0.1,0,0,211,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,32,0.16,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,683,3627,0.19,0,0,328,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0.14,0
0,24,0,0,0,0,7,15,0,0,0,0,0,0,1,334,3860,0.09,0,0,192,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0,2,8,0,0,0,0,0,0,1,108,3965,0.03,0,0,66,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,62,0.02,1
0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,87,655,0.13,0,0,51,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,26,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,491,0.16,0,0,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0.25,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,269,2289,0.12,0,0,176,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,101,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,288,3105,0.09,0,0,132,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,23,6984,0,0,0,19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,26,0.04,1
0,18,0,0,0,0,1,6,0,0,0,0,0,0,1,619,4226,0.15,0,0,341,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,31,0.16,1
0,12,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8848,0.08,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,153,932,0.16,0,0,105,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0.17,0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2946,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,66,0.02,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,66,0.02,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,1031,0.34,0,0,118,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,22,0.18,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,32,323,0.1,0,0,32,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,0.15,1
0,6,0,0,0,0,2,2,0,0,0,0,0,0,1,528,2507,0.21,0,0,231,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,31,0.16,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,157,605,0.26,0,0,52,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,18,0.11,0
0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,445,1749,0.25,0,0,153,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,22,0.18,1
1,4,0,0,0,0,2,2,0,0,0,0,0,0,1,57,1031,0.06,0,0,55,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,22,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,3439,0.14,0,0,305,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,57,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,90,1193,0.08,0,0,72,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,27,0.19,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,481,3664,0.13,1,0,331,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,21,0.1,1
0,4,0,0,3,1,3,9,0,0,0,0,0,0,0,901,9380,0.1,0,0,396,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,0,0,0,2,2,0,0,0,0,0,0,0,68,557,0.12,0,0,56,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,22,0.23,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,46,406,0.11,0,0,44,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,29,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,269,2289,0.12,0,0,176,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,101,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,172,1006,0.17,0,0,124,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,56,0.23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,703,0.17,0,0,87,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,32,0,0,0,0,3,26,0,0,0,0,0,0,1,2758,11067,0.25,0,0,272,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,20,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,508,4734,0.11,0,0,258,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12,69,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,722,5085,0.14,0,0,268,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0.21,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,420,0.17,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0.14,1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,63,401,0.16,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,0.33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283,981,0.29,0,0,121,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,50,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,208,0.13,0,0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0.18,1
0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,494,2302,0.21,0,0,202,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,19,90,0.21,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,54,1016,0.05,0,0,50,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,30,0.2,0
0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,43,3901,0.01,0,0,36,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,86,0.01,1
0,11,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8704,0.09,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,26,0.12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,676,0.01,0,0,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,66,0.02,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,123,0.02,0,0,2,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,0.01,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,420,0.17,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,64,465,0.14,0,0,56,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,24,0.25,0
0,2,0,0,0,0,1,2,0,1,0,0,1,0,1,135,1573,0.09,0,0,119,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,57,0.12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,352,0.16,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,155,0.15,0,0,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.12,0
0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,734,6107,0.12,0,0,441,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,27,0.19,1
0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,569,3505,0.16,1,0,315,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,33,0.12,1
0,2,0,0,0,0,1,2,0,1,0,0,1,0,1,135,1573,0.09,0,0,119,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,57,0.12,1
0,11,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8704,0.09,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,41,0.22,1
0,4,0,0,0,0,2,3,0,0,0,0,0,0,1,47,4930,0.01,0,0,32,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,42,0.02,1
0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,161,1666,0.1,0,0,137,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,21,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,643,0.18,0,0,95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0.16,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,44,412,0.11,0,0,41,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,54,0.15,1
1,4,0,0,0,0,1,2,0,0,0,0,0,0,0,111,729,0.15,0,0,81,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,26,0.15,1
0,12,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8812,0.08,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0.14,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,294,3090,0.1,0,0,136,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,47,7912,0.01,0,0,46,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,55,0.04,1
0,3,0,0,2,1,2,5,0,0,0,0,0,0,1,234,808,0.29,0,0,88,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,26,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,660,4817,0.14,0,0,250,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,49,0.16,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,93,1211,0.08,0,0,77,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31,0.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,666,0.14,0,0,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0.14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1436,0.17,0,0,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0.25,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,334,3567,0.09,0,0,156,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,67,484,0.14,0,0,58,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0.06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1522,0.15,0,0,162,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,112,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,132,0.2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.11,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,4987,0.16,0,0,428,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,43,0.14,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292,811,0.36,0,0,90,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,18,0.11,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,368,3087,0.12,0,0,147,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,334,3567,0.09,0,0,156,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0.2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2122,0.01,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,359,1040,0.35,0,0,108,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,19,0.16,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,59,424,0.14,0,0,49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,44,0.14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1048,11520,0.09,0,0,399,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,25,0.2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,173,0.17,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0.17,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,53,1020,0.05,0,0,49,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,20,0.2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,501,0.17,0,0,72,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,739,0.17,0,0,92,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0.29,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,275,2987,0.09,0,0,127,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,244,2739,0.09,0,0,105,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1579,0.04,0,0,48,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0.17,0
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,318,2895,0.11,0,0,109,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,0.19,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,119,945,0.13,0,0,106,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1562,0.2,0,0,160,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,16,0.25,1
0,6,0,0,0,0,1,3,0,0,0,0,0,0,1,90,1638,0.05,0,0,58,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49,0.02,1
0,11,0,0,0,0,4,6,0,0,0,0,0,0,1,743,8704,0.09,0,0,313,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,41,0.22,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,178,1889,0.09,0,0,150,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0.2,1
1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,60,635,0.09,0,0,52,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,57,0.21,1
0,6,0,0,0,0,1,3,0,0,0,0,0,0,1,87,1664,0.05,0,0,57,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49,0.02,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,53,1020,0.05,0,0,49,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,20,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4619,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,68,0.13,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,78,544,0.14,0,0,66,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,60,0.15,1
1,24,0,0,0,0,2,8,0,0,0,0,0,0,0,483,4581,0.11,0,0,360,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,32,0.16,1
1,4,0,0,0,0,1,4,0,0,0,0,0,0,1,13,2615,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,658,0.14,0,0,72,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,1407,0.2,0,0,157,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,36,0.17,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,26,3099,0.01,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,50,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,475,0.11,0,0,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,28,0.14,1
0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,139,879,0.16,1,0,102,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,47,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1318,0.17,0,0,144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0.25,0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,717,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,42,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,809,5336,0.15,0,0,292,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,53,0.17,1
0,18,0,0,0,0,1,6,0,0,0,0,0,0,1,644,4070,0.16,0,0,312,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,38,0.16,1
0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,389,3123,0.12,0,0,153,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69,0.01,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,303,0.13,0,0,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,143,0.19,0,0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.17,1
0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,23,7001,0,0,0,19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,22,0.05,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,128,0.01,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,54,0.02,1
0,7,0,0,1,1,3,3,0,0,0,0,0,0,1,378,1721,0.22,0,0,156,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,41,0.17,1
0,6,0,0,0,0,3,3,0,0,0,0,1,0,1,940,6955,0.14,0,0,353,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,46,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,752,0.18,0,0,108,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,15,0.2,1
0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,432,3427,0.13,0,0,204,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,62,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,231,0.16,0,0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,1223,0.2,0,0,124,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0.11,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1637,5078,0.32,0,0,421,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,26,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,128,0.26,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0.19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,499,0.14,0,0,59,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0.13,1
